Energy Above Hull,Density,Total Magnetization,Is Metal_False,Is Metal_True,Density_binned,Energy Above Hull,Density,Total Magnetization,Energy Above Hull^2,Energy Above Hull Density,Energy Above Hull Total Magnetization,Density^2,Density Total Magnetization,Total Magnetization^2,PCA1,PCA2,PCA3,PCA4
0.720455475451673,1.320996389302023,-0.4497673879455356,True,False,2.0,0.720455475451673,1.320996389302023,-0.4497673879455356,0.5190560921082962,0.9517190817245322,-0.3240373773249579,1.7450314605489816,-0.5941410955018547,0.20229070325934995,-0.7773234213011616,-0.600448345508438,1.62933987083576,0.021210863030933936
4.139269467161808,-1.633862033032239,-0.3804258039516179,False,True,0.0,4.139269467161808,-1.633862033032239,-0.3804258039516179,17.133551721778,-6.762995226885265,-1.574684914817416,2.6695051429842414,0.6215632774623144,0.1447237923122348,-6.360194109189536,16.46570741744445,-3.882792862375802,-1.0977034243301682
-0.2311205516468177,0.2478670507919295,-0.3809554474167849,True,False,1.0,-0.2311205516468177,0.2478670507919295,-0.3809554474167849,0.05341670939352932,-0.057287169514100525,0.08804663315982757,0.06143807486828896,-0.09442630323431844,0.14512705291652275,-0.47333306090435345,-1.3593037040372207,-0.6081652722838955,0.2054938906629173
-0.2520571959499779,-0.4332313838511186,0.1743295016246293,True,False,1.0,-0.2520571959499779,-0.4332313838511186,0.1743295016246293,0.06353283003016555,0.10919908781104148,-0.04394100535086117,0.18768943195355525,-0.07552501123491398,0.030390775136691625,-0.46329157751065136,-1.3347399087889027,-0.6186902284407819,0.48281285804370533
-0.3495545159851179,-0.6484848134704447,-0.4497184524397267,True,False,0.0,-0.3495545159851179,-0.6484848134704447,-0.4497184524397267,0.12218835964559004,0.22668079509636077,0.15720111597214492,0.4205325533017975,0.2916355867445932,0.20224668646478272,-0.4761813388934656,-1.2884119722715077,-0.4770653720485325,0.5262381262273331
-0.0037928830712212,-0.0236739433723206,-0.3111054459153708,True,False,1.0,-0.0037928830712212,-0.0236739433723206,-0.3111054459153708,1.4385961991956362e-05,8.979249904592413e-05,0.0011799865791771325,0.0005604555947958425,0.007365092709421038,0.09678659847820172,-0.4948120994281569,-1.3731888173566154,-0.6937196268332936,0.3996405054415063
-0.4313270349276775,1.084489120926373,-0.449744719649023,False,True,2.0,-0.4313270349276775,1.084489120926373,-0.449744719649023,0.1860430110595019,-0.4677694769404959,0.19398705640059266,1.1761166534076573,-0.487743255653447,0.2022703128521783,-0.5906288413328217,-1.0427140681751386,0.2182638930659858,-0.945759700620164
-0.1501909777959505,-0.3165053521647145,1.2839283936223065,True,False,1.0,-0.1501909777959505,-0.3165053521647145,1.2839283936223065,0.0225573298113037,0.04753624831927013,-0.19283446085811823,0.10017563794890993,-0.40637020837770427,1.6484721199495564,1.278771722439092,-0.7569181394951761,-0.5726729144802504,0.3927849978509649
-0.3445717929982396,-0.460576830602888,-0.4496313296262106,True,False,1.0,-0.3445717929982396,-0.460576830602888,-0.4496313296262106,0.11872972053002168,0.15870178433428359,0.15493027343748586,0.2121310168882014,0.2070897727390025,0.20216833258143405,-0.4559124641791483,-1.3166940061605024,-0.60724668053111,0.5133129927183647
-0.4439963868641313,0.3238042308261062,-0.449763324433221,False,True,1.0,-0.4439963868641313,0.3238042308261062,-0.449763324433221,0.19713279154840332,-0.1437679085381103,0.19969329099235017,0.10484917990088627,-0.14563526732189158,0.2022870480052228,-0.4708137365162534,-1.254252507805242,-0.618297139801404,0.06957396637071143
-0.1779994367695282,-0.8182551368585423,-0.4497721656929498,True,False,0.0,-0.1779994367695282,-0.8182551368585423,-0.4497721656929498,0.03168379949026927,0.14564895349459375,0.08005919216795598,0.6695414689953919,0.3680283849942476,0.2022950010321263,-0.4898160299109317,-1.265883232301404,-0.3869702283707001,0.42504951379697725
-0.3365142240659594,-0.150341275857835,5.652433553821059,True,False,1.0,-0.3365142240659594,-0.150341275857835,5.652433553821059,0.11324182299871471,0.0505919777903857,-1.9021242914484868,0.02260249922656164,-0.8497940721830943,31.950005080362164,30.152649059565697,9.15422456490377,1.0221199185886742,0.22843746595052505
-0.4439963868641313,1.0732258468223836,-0.4496763749777388,False,True,2.0,-0.4439963868641313,1.0732258468223836,-0.4496763749777388,0.19713279154840332,-0.47650839827833597,0.1996546857482763,1.1518137182876225,-0.4826043083315035,0.20220884221311997,-0.5908924399816182,-1.0385374014781859,0.19026248990708092,-0.9368178162383842
-0.4090893442730434,1.839882191177022,-0.4497716178815627,False,True,3.0,-0.4090893442730434,1.839882191177022,-0.4497716178815627,0.1673540915977486,-0.7526761991282582,0.18399677623179433,3.3851664774103596,-0.8275267898371639,0.20229450825179848,-0.8262971842887215,-0.6535361446226247,1.9058950613409393,-2.4814739806858275
-0.4439963868641313,-0.6089226806771602,-0.4497661120304061,True,False,0.0,-0.4439963868641313,-0.6089226806771602,-0.4497661120304061,0.19713279154840332,0.2703594701002803,0.19969452867542842,0.37078683104305876,0.27387278661529885,0.20228955553094782,-0.48531594072031,-1.2629615903658995,-0.4826333298404592,0.5626482418778669
-0.3595110514655952,1.0254599221118554,1.3621730568199404,False,True,2.0,-0.3595110514655952,1.0254599221118554,1.3621730568199404,0.12924819612589783,-0.3686641748342605,-0.4897162679354407,1.0515680518576527,1.396853876749444,1.8555154367261806,1.312709732288776,-0.47133429274624505,0.0708658878054455,-0.2207867685589511
-0.2386952638066073,-0.664306093931498,0.3815558774513872,False,True,0.0,-0.2386952638066073,-0.664306093931498,0.3815558774513872,0.05697542896370585,0.15856671833931577,-0.0910755808252204,0.4413025864345242,-0.25346989456633634,0.145584887617698,-0.3307007648723021,-1.2408745011654831,-0.44478603421515506,0.42723975719709206
-0.038986607424046,0.3033190589467185,-0.4497721656929498,True,False,1.0,-0.038986607424046,0.3033190589467185,-0.4497721656929498,0.0015199555584366785,-0.011825381075386781,0.017535090854134003,0.0920024515203229,-0.1364244700384131,0.2022950010321263,-0.4340661010424956,-1.3464160737584818,-0.5210304931251784,0.22449148248890585
-0.248661912759094,0.3309870949983301,-0.4497713405087085,True,False,1.0,-0.248661912759094,0.3309870949983301,-0.4497713405087085,0.061832746857011275,-0.08230388414086072,0.11184100183511723,0.10955245705543361,-0.14886850940848217,0.20229425874300058,-0.4421027851464762,-1.3330672160599197,-0.5573380928770351,0.12355051418546847
-0.4248214427737878,0.9488642883902196,-0.4496857640488547,True,False,2.0,-0.4248214427737878,0.9488642883902196,-0.4496857640488547,0.18047325824040267,-0.4030978959904566,0.19103615507806757,0.9003434377822779,-0.4266907625034287,0.20221728638820222,-0.558558772133893,-1.100052661472969,0.012456346854235554,-0.7183497135577849
-0.4439963868641313,1.1616452100222625,-0.4497719784662732,False,True,2.0,-0.4439963868641313,1.1616452100222625,-0.4497719784662732,0.19713279154840332,-0.5157662760679095,0.19969713335175715,1.3494195939676663,-0.5224754643875824,0.20229483261346573,-0.612730709847195,-1.0007978970840146,0.33959634582330617,-1.0914580380796446
-0.3961535076929526,-0.532498902038768,0.659719459287672,True,False,1.0,-0.3961535076929526,-0.532498902038768,0.659719459287672,0.15693760165743026,0.21095130788530392,-0.2613501778901093,0.28355508067249346,-0.35129988772429505,0.43522976496281823,0.000913115532710057,-1.1069082280206934,-0.46990791618100297,0.5430685546000467
-0.4439963868641313,0.8801329398586946,-0.4497721448899858,False,True,2.0,-0.4439963868641313,0.8801329398586946,-0.4497721448899858,0.19713279154840332,-0.39077584525736614,0.19969720724328424,0.7746339918243085,-0.3958592801485739,0.20229498231893836,-0.5486864065429965,-1.1118892654943302,-0.09624644345520583,-0.625541386431775
0.9407160093557744,-1.613163461525132,-0.3804621675328085,True,False,0.0,0.9407160093557744,-1.613163461525132,-0.3804621675328085,0.8849466102582534,-1.5175286939644694,-0.35790685195231164,2.602296353599746,0.61374766715658,0.14475146092376281,-1.1174216604585845,0.3803530964360934,-0.21862060531386793,-1.0698867746245335
4.733407307374808,-1.5045815656212491,-0.241706896471514,True,False,0.0,4.733407307374808,-1.5045815656212491,-0.241706896471514,22.40514473750923,-7.12179737725305,-1.1440971900011505,2.263765687607289,0.3636677407145637,0.05842222380189119,-8.004329003335663,21.22063209413745,-4.569428559607943,-0.3144646828272118
-0.2206525936199977,-0.8307841998266036,1.2142557789954986,True,False,0.0,-0.2206525936199977,-0.8307841998266036,1.2142557789954986,0.04868756707123185,0.18331468843025453,-0.2679286869534275,0.69020238668153,-1.0087845157376045,1.4744170968239652,1.0654405375875846,-0.7040584514457944,-0.15014703812552405,0.23179681537974858
-0.2517975861806536,-0.8426562255725735,-0.3803897732178524,True,False,0.0,-0.2517975861806536,-0.8426562255725735,-0.3803897732178524,0.06340202440640369,0.21217880357927438,0.09578122670406147,0.7100695144962158,0.3205378105461627,0.14469637956872916,-0.5331001799490401,-1.272196700775901,-0.3278319575609842,0.4463367067950812
3.4091304871654007,0.5750536325549048,-0.4217339029850419,False,True,2.0,3.4091304871654007,0.5750536325549048,-0.4217339029850419,11.622170678520602,1.960432870498136,-1.4377459061375617,0.3306866803145915,-0.24251961288310614,0.1778594849269967,-4.098483706424869,9.512468591669341,0.6407561261888791,4.386264700985247
2.9028344943327093,3.870337728535964,-0.4497718605828101,False,True,4.0,2.9028344943327093,3.870337728535964,-0.4497718605828101,8.426448101487836,11.234949863111503,-1.3056132714799835,14.979514132928927,-1.7407690012474677,0.20229472657212277,-4.299324778323266,7.36013600112137,18.14725571410582,2.1000114637005964
-0.4439963868641313,0.784204497591165,-0.4496169062377902,False,True,2.0,-0.4439963868641313,0.784204497591165,-0.4496169062377902,0.19713279154840332,-0.34818396349307856,0.19962828184260775,0.6149766940422114,-0.3525916000647002,0.20215536237484183,-0.5307418342198671,-1.1437815553364645,-0.21842917908797835,-0.4842519706322095
0.041673208388582,-0.3533555782921769,0.659772818890506,True,False,1.0,0.041673208388582,-0.3533555782921769,0.659772818890506,0.0017366562973981814,-0.014725460649437791,0.027494850170746227,0.12486016471019876,-0.23313440596051443,0.43530017254672443,0.007980776364822416,-1.1530214269140175,-0.6779714102013374,0.34742477939380306
-0.3076625687810155,0.9320138934703271,-0.4497520561610176,True,False,2.0,-0.3076625687810155,0.9320138934703271,-0.4497520561610176,0.09465625622893309,-0.2867457886046766,0.13837187291304223,0.8686498976217183,-0.41917516495891527,0.20227691202106313,-0.5335784730672306,-1.1702189422530103,0.06537802296147925,-0.6058066257281297
-0.4059117927758174,-0.4343976083099945,0.659719265126674,True,False,1.0,-0.4059117927758174,-0.4343976083099945,0.659719265126674,0.16476438351447814,0.1763271119666372,-0.26778782963631304,0.18870128210544343,-0.28658047092705435,0.4352295087792788,0.005914848632774416,-1.1158183282171412,-0.5393022455178816,0.5562634068967647
-0.4191945719013432,0.4825329295086876,3.156074856185883,False,True,1.0,-0.4191945719013432,0.4825329295086876,3.156074856185883,0.17572408911155038,-0.2022751848136953,-1.3230094482274344,0.23283802806023607,1.5229100461040839,9.960808497848742,9.259514210702637,2.1117237934118798,-0.1653019047173663,0.5616875144191532
-0.4011824832236064,-0.317260831236073,-0.4497721656929498,True,False,1.0,-0.4011824832236064,-0.317260831236073,-0.4497721656929498,0.16094738484545923,0.12727948810487327,0.18044071431755696,0.100654435036604,0.14269509115459403,0.2022950010321263,-0.4538443024325321,-1.3098057487656904,-0.6652134478063878,0.49117367060803546
-0.2591479055248916,0.4858841469167827,-0.4497684905026312,False,True,1.0,-0.2591479055248916,0.4858841469167827,-0.4497684905026312,0.06715763693793814,-0.12591585900123295,0.11655656228484897,0.2360834042250497,-0.21853537931792005,0.20229169504901542,-0.45753036546545456,-1.3056259985503924,-0.4412102442624505,-0.02407637327407596
-0.1942244309499753,0.7004859860793605,0.5210324704887697,True,False,2.0,-0.1942244309499753,0.7004859860793605,0.5210324704887697,0.03772312957784172,-0.1360514920346961,-0.10119723508714108,0.49068061669357405,0.3649759438696911,0.27147483530363065,-0.22511116128980316,-1.1906090690157842,-0.2584041782264894,-0.018468183170872635
-0.2029944938610424,-0.4647831228378781,-0.3924151068896173,False,True,1.0,-0.2029944938610424,-0.4647831228378781,-0.3924151068896173,0.04120676453790078,0.09434841477562976,0.07965810600648471,0.21602335127493008,0.18238791882891606,0.15398961611518977,-0.47665160598634143,-1.3469596709458784,-0.6327288783321539,0.48016817939424933
-0.4439963868641313,-0.7174967560961969,-0.4497721171527003,True,False,0.0,-0.4439963868641313,-0.7174967560961969,-0.4497721171527003,0.19713279154840332,0.3185659672934463,0.1996971949280297,0.5148015950085655,0.3227100350395811,0.2022949573680224,-0.49880995875367173,-1.2452542836675413,-0.38455043856900917,0.5653150640233092
0.2784557056914035,1.2382230043316045,-0.4496898899700615,False,True,2.0,0.2784557056914035,1.2382230043316045,-0.4496898899700615,0.07753758003209751,0.3447902604744867,-0.12521871565390305,1.5331962084559847,-0.5568163665762782,0.202220997141286,-0.6152530139825287,-1.036167196052515,1.0709765418476118,-0.46140550689716964
-0.3299263024338591,1.2297152056723746,-0.4491415030342695,False,True,2.0,-0.3299263024338591,1.2297152056723746,-0.4491415030342695,0.10885136503767827,-0.4057153908541791,0.14818359536568243,1.5121994870618505,-0.5523161357797861,0.2017280897478827,-0.6076884369714909,-1.0424113799614207,0.5582187308994535,-1.1080002079511202
2.43788402792741,-1.3177647552108127,2.319166216835031,False,True,0.0,2.43788402792741,-1.3177647552108127,2.319166216835031,5.943278533623573,-3.2125576492941135,5.653858278130959,1.736503950075813,-3.056115502020801,5.37853194130891,2.5758650776601613,6.906361504500263,-1.6845430222595945,-3.6390181358302356
0.6391831943358586,-0.7138166330072316,-0.3716758900380116,False,True,0.0,0.6391831943358586,-0.7138166330072316,-0.3716758900380116,0.40855515592139197,-0.45625959565562957,-0.23756898265211956,0.5095341855577808,0.2653084323968995,0.1381429672355481,-0.7041374217296444,-0.6638182524255175,-0.8020818045386411,0.25255405794822333
-0.1185390514897505,-0.6359617882928887,-0.4497680051001362,True,False,0.0,-0.1185390514897505,-0.6359617882928887,-0.4497680051001362,0.014051506728089719,0.07538630716796454,0.05331507271500741,0.404447396168689,0.2860352648404077,0.20229125841175616,-0.46312021764235056,-1.3014682210631292,-0.5577181980772175,0.44855025823263694
-0.3942546728758974,0.0182979073082733,0.9370813781006392,True,False,1.0,-0.3942546728758974,0.0182979073082733,0.9370813781006392,0.15543674708448085,-0.0072140354601367826,-0.3694487121811626,0.0003348134118621615,0.0171466281967945,0.8781215091829931,0.47847518284233426,-0.9770258124182493,-0.6667408990507218,0.4890032800878176
-0.1168940849526263,-0.943227223926966,-0.172366650801618,True,False,0.0,-0.1168940849526263,-0.943227223926966,-0.172366650801618,0.013664227096911816,0.11025768324334864,0.02014864192180401,0.8896775959569708,0.1625809175331989,0.02971026230856692,-0.6076553023103395,-1.2492020636421886,-0.26859453983316156,0.3029952615631943
-0.4439963868641313,-1.0880961281915875,-0.4497721656929498,True,False,0.0,-0.4439963868641313,-1.0880961281915875,-0.4497721656929498,0.19713279154840332,0.4831107494779155,0.1996972164797251,1.1839531841855238,0.4893953520588439,0.2022950010321263,-0.5634305523449251,-1.155413190230531,0.07949495037327342,0.48845428626062254
-0.1410162616718187,-0.9292843183323148,-0.4497623536282312,False,True,0.0,-0.1410162616718187,-0.9292843183323148,-0.4497623536282312,0.01988558605589484,0.13104420060146738,0.0634238057493717,0.8635693442983551,0.41795710220294835,0.20228617474120608,-0.5097072662897749,-1.230069121657878,-0.28868489028534355,0.3647601511403769
-0.4439963868641313,0.5993084430756817,-0.4162208609371766,False,True,2.0,-0.4439963868641313,0.5993084430756817,-0.4162208609371766,0.19713279154840332,-0.26609078334277053,0.18480055839358445,0.35917060994179756,-0.2494446761438791,0.1732398050792845,-0.5211393467838692,-1.202963178506381,-0.41936037920666225,-0.2276655305242878
0.3318656945354708,-1.0283713401429693,-0.4497287499069403,True,False,0.0,0.3318656945354708,-1.0283713401429693,-0.4497287499069403,0.11013483920951044,-0.3412811690369194,-0.1492495439404358,1.0575476132274466,0.46248815724262243,0.20225594849285924,-0.6051906326224549,-0.9138234464789903,-0.44228865509940585,0.08322346180418229
-0.4427211349615426,-0.709213448316268,-0.4458517777711535,False,True,0.0,-0.4427211349615426,-0.709213448316268,-0.4458517777711535,0.1960020033416364,0.3139837827685675,0.19738800507946652,0.5029837152726517,0.31620407675101814,0.19878380774169802,-0.4997844241764048,-1.2479387453045476,-0.392905771633589,0.5649256649029388
-0.2445104008503036,-0.5187210257033057,-0.4496759034438866,True,False,1.0,-0.2445104008503036,-0.5187210257033057,-0.4496759034438866,0.05978533612397614,0.12683268592419591,0.10995043540378713,0.26907150250668954,0.2332563458684735,0.2022084181380756,-0.4522235994900361,-1.3269849981649813,-0.5957828000509836,0.4926470123828102
-0.2996807576828091,0.4263963250453125,-0.4497566605503979,True,False,1.0,-0.2996807576828091,0.4263963250453125,-0.4497566605503979,0.08980855652534254,-0.1277827737627446,0.13478341680663322,0.1818138260121478,-0.19177458722334176,0.20228105370944585,-0.45600393081440554,-1.3036576894247012,-0.5050470508275245,0.017470054454622224
-0.1519245123993275,1.7192566331837986,-0.2837653514845433,False,True,3.0,-0.1519245123993275,1.7192566331837986,-0.2837653514845433,0.023081057467773416,-0.26119722568575804,0.04311091266011302,2.9558433707464906,-0.4878654628075331,0.0805227747031464,-0.822564814697224,-0.8978502426353278,1.8364009347259287,-1.781661207952282
-0.346637896539622,-0.7174934169287195,-0.4497721656929498,True,False,0.0,-0.346637896539622,-0.7174934169287195,-0.4497721656929498,0.1201578313174137,0.24871040882519735,0.15590807743787446,0.5147968033360493,0.3227085680024647,0.2022950010321263,-0.4849044042913816,-1.2762784764844624,-0.4177037856058989,0.5206523525580139
-0.2094383413917673,-1.360080820157113,-0.4497721656929498,True,False,0.0,-0.2094383413917673,-1.360080820157113,-0.4497721656929498,0.04386441884493447,0.28485307113246033,0.09419953638691456,1.8498198373592454,0.6117264959995081,0.2022950010321263,-0.6104005470019953,-1.0812993910789472,0.37444220631806113,0.13796433246401676
-0.1883525152986155,-0.6734869377239926,-0.0336861039872551,False,True,0.0,-0.1883525152986155,-0.6734869377239926,-0.0336861039872551,0.03547667001931518,0.12685295874107602,0.006344862416610218,0.4535846552848411,0.022687151018228414,0.001134753601840164,-0.5587559905343809,-1.325042678716223,-0.4907478832449529,0.4322106610556049
-0.3654327167497248,-0.5188912911818033,1.3535362416876495,False,True,1.0,-0.3654327167497248,-0.5188912911818033,1.3535362416876495,0.13354107047108457,0.18961985423433889,-0.4946264260191298,0.269248172064319,-0.7023381681106698,1.8320603575619272,1.451180922394,-0.6146221601668317,-0.37670579901554063,0.4980383178801667
-0.4328021304290479,2.944623777324096,-0.44976955838812,False,True,4.0,-0.4328021304290479,2.944623777324096,-0.44976955838812,0.1873176841039226,-1.2744394441378992,0.19466122307251038,8.670809189982428,-1.3244021359462166,0.20229265565264448,-1.399540239251171,0.3009325442986077,5.800404701377065,-5.800166518739696
